Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,URL
34a3747a-0b77-42f6-ae19-87c38b94b674,adore,2020-07-02 11:39:05,positive,72,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,interested,2020-09-19 15:11:05,positive,30,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,love,2021-04-05 19:34:52,positive,65,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,love,2021-05-27 20:53:16,positive,65,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,2021-01-09 20:40:41,positive,45,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,like,2020-09-07 01:45:11,positive,50,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,love,2020-11-23 05:19:59,positive,65,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,adore,2021-05-13 03:52:42,positive,72,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,interested,2021-03-01 20:21:44,positive,30,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,2020-08-17 16:53:20,positive,70,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,indifferent,2020-06-30 10:29:53,neutral,20,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,indifferent,2021-04-30 02:55:56,neutral,20,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,indifferent,2020-08-09 10:14:34,neutral,20,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,scared,2021-01-31 14:19:15,negative,15,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,hate,2021-02-21 17:06:48,negative,5,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,interested,2020-10-19 18:27:44,positive,30,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,peeking,2021-06-18 01:10:19,neutral,35,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,like,2020-09-03 13:24:42,positive,50,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2021-03-09 12:10:20,positive,60,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,peeking,2020-06-23 21:54:31,neutral,35,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,peeking,2021-03-18 13:28:26,neutral,35,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-09-06 17:27:49,positive,60,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2021-04-28 07:00:56,negative,0,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,peeking,2021-03-04 21:16:10,neutral,35,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,love,2020-10-12 05:59:18,positive,65,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,love,2021-05-07 04:02:28,positive,65,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,heart,2020-07-20 04:52:58,positive,60,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,adore,2021-04-29 09:59:11,positive,72,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,hate,2021-04-29 06:42:43,negative,5,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,dislike,2021-02-13 18:54:30,negative,10,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,indifferent,2020-08-23 13:12:57,neutral,20,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,2020-10-09 19:16:29,positive,70,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,worried,2020-11-17 18:45:49,negative,12,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,worried,2021-04-18 00:54:17,negative,12,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,adore,2021-01-14 09:05:20,positive,72,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,2021-05-14 17:54:59,positive,45,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,hate,2020-08-24 14:46:59,negative,5,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
34a3747a-0b77-42f6-ae19-87c38b94b674,hate,2021-02-14 18:33:57,negative,5,GIF,science,https://socialbuzz.cdn.com/content/storage/34a3747a-0b77-42f6-ae19-87c38b94b674
f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,2020-06-28 07:53:22,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,2020-12-09 23:38:09,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,hate,2021-03-27 05:17:06,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,2021-04-17 18:59:39,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,2020-07-05 19:22:31,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,dislike,2021-05-08 07:39:21,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,like,2020-10-02 00:45:49,positive,50,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,interested,2021-01-04 04:40:07,positive,30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,intrigued,2021-06-06 18:49:29,positive,45,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,2020-10-02 01:50:11,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,2020-11-02 14:43:06,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,worried,2020-12-10 08:47:34,negative,12,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,want,2021-04-15 04:37:46,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,hate,2020-12-13 00:43:22,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,2020-06-21 13:09:27,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,scared,2020-08-18 11:34:22,negative,15,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,2021-03-19 21:35:58,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,2021-03-08 02:51:24,negative,0,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,want,2021-02-20 05:52:29,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,peeking,2020-12-22 11:15:01,neutral,35,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,2021-03-25 13:06:59,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,indifferent,2020-08-26 19:10:51,neutral,20,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,worried,2020-12-07 06:14:06,negative,12,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,2021-04-02 19:50:55,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,dislike,2021-04-23 11:45:31,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
f4e3840e-bb71-40c2-afc5-9408d842646d,worried,2020-12-23 18:50:35,negative,12,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/f4e3840e-bb71-40c2-afc5-9408d842646d
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2021-01-17 23:43:53,negative,0,video,cooking,https://socialbuzz.cdn.com/content/storage/02fa1c4f-722d-46d2-a85e-e5b136b5f3bc
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2020-06-23 11:28:25,negative,0,video,cooking,https://socialbuzz.cdn.com/content/storage/02fa1c4f-722d-46d2-a85e-e5b136b5f3bc
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,2020-10-22 09:15:50,negative,10,video,cooking,https://socialbuzz.cdn.com/content/storage/02fa1c4f-722d-46d2-a85e-e5b136b5f3bc
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,2021-03-10 18:08:20,positive,72,video,cooking,https://socialbuzz.cdn.com/content/storage/02fa1c4f-722d-46d2-a85e-e5b136b5f3bc
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,2020-12-28 09:05:09,negative,12,video,cooking,https://socialbuzz.cdn.com/content/storage/02fa1c4f-722d-46d2-a85e-e5b136b5f3bc
